"##characteristics#run#execution_time_kernel_0#all"
8.170641
8.363617
8.350837
22.793013
22.822721
22.903867
22.802365
22.784701
23.013615
8.214888
8.315526
8.137433
22.991439
23.110622
23.246814
8.325664
8.186392
8.122358
8.274751
8.329888
8.318449
7.561279
7.541225
7.544649
8.800117
8.84882
8.792786
7.561279
7.541225
7.544649
8.279154
8.297538
8.304215
8.245222

